Address,Translated,Status,Province,Administrative District,Building,Neighbourhood,Town,Street,Village,Country,Latitude,Longitude,api
"Minas Avetisyan street 14, Yerevan","Minas Avetisyan street 14, Yerevan",OK,Yerevan,Qanaqer-Zeytun,14,,Yerevan,Minas Avetisyan street,,Armenia,40.20564965,44.54636193,Nominatim
"Minas Avetisyan street 11, Yerevan","Minas Avetisyan street 11, Yerevan",OK,Yerevan,Qanaqer-Zeytun,11,,Yerevan,Minas Avetisyan street,,Armenia,40.20857795,44.54210664,Nominatim
"Minas Avetisyan street, Gyumri","Minas Avetisyan street, Gyumri",OK,Shirak,Gyumri,,Ani district,Gyumri,Minas Avetisyan street,,Armenia,40.83247311,43.82856281,Nominatim
"Մինաս Ավետիսյանի փողոց, Գյումրի","Minas Avetisyan Street, Gyumri",OK,Shirak,Gyumri,,,Gyumri,Minas Avetisyan Street,,Armenia,40.832499,43.828416,Yandex
"Minas Avetisyan street 37ա, Gyumri","Minas Avetisyan street 37ա, Gyumri",OK,Shirak,Gyumri,37a,Ani district,Gyumri,Minas Avetisyan street,,Armenia,40.83201725,43.82301548,Nominatim
"Minas Avetisyan street 37, Gyumri","Minas Avetisyan street 37, Gyumri",OK,Shirak,Gyumri,37,Ani district,Gyumri,Minas Avetisyan street,,Armenia,40.8324019,43.8230403,Nominatim
"Minas Avetisyan street 21, Gyumri","Minas Avetisyan street 21, Gyumri",OK,Shirak,Gyumri,21,Ani district,Gyumri,Minas Avetisyan street,,Armenia,40.83200185,43.82739808,Nominatim
"Minas Avetisyan street 1, Gyumri","Minas Avetisyan street 1, Gyumri",OK,Shirak,Gyumri,1,Ani district,Gyumri,Minas Avetisyan street,,Armenia,40.83182125,43.83240875,Nominatim
"Հունան Ավետիսյանի փողոց, Երևան","Hunan Avetisyan Street, Yerevan",OK,Yerevan,Shengavit,,3th residential area,Yerevan,Minas Avetisyan 4th Street,,Armenia,40.205819,44.545254,Yandex
"Minas Avetisyan 4th street, Yerevan","Minas Avetisyan 4th street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Minas Avetisyan 4th Street,,Armenia,40.20756699,44.54333534,Nominatim
"Մինաս Ավետիսյան 4-րդ փողոց 4Ա, Երևան","Minas Avetisyan 4th Street 4A, Yerevan",OK,Yerevan,Qanaqer-Zeytun,4A,,Yerevan,Minas Avetisyan 4th Street,,Armenia,40.207417,44.542335,Yandex
"4-я улица Минаса Аветисяна, Ереван","4th Minas Avetisyan Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Minas Avetisyan 4th Street,,Armenia,40.205819,44.545254,Yandex
"Minas Avetisyan street 4փ, Yerevan","Minas Avetisyan street 4փ, Yerevan",OK,Yerevan,Kanaker-Zeytun,4,,Yerevan,Minas Avetisyan 4th Street,,Armenia,40.207733,44.542712,Yandex
"Minas Avetisyan 2nd street, Yerevan","Minas Avetisyan 2nd street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Minas Avetisyan 2nd street,,Armenia,40.20573876,44.54207333,Nominatim
"Մինաս Ավետիսյան 2 փողոց 4, Երևան","Minas Avetisyan 2nd Street 4, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Minas Avetisyan 2nd street,,Armenia,40.20573876,44.54207333,Nominatim
"Minas Avetisyan 2nd street 15, Yerevan","Minas Avetisyan 2nd street 15, Yerevan",OK,Yerevan,Qanaqer-Zeytun,15,,Yerevan,Minas Avetisyan 2nd street,,Armenia,40.2056367,44.54264416,Nominatim
"Minas Avetisyan 2nd street 1, Yerevan","Minas Avetisyan 2nd street 1, Yerevan",OK,Yerevan,Qanaqer-Zeytun,1,,Yerevan,Minas Avetisyan 2nd street,,Armenia,40.2071276,44.5401368,Nominatim
"Մինաս Ավետիսյանի 2-րդ փողոց 13Ա, Երևան","13A Minas Avetisyan 2nd Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,13a,,Yerevan,Minas Avetisyan 2nd street,,Armenia,40.20639785,44.5424089,Nominatim
"Minas Avetisyan 1 street, Yerevan","Minas Avetisyan 1 street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Minas Avetisyan 1st street,,Armenia,40.20525854,44.54102857,Nominatim
"Улица Михаила Салтыкова-Щедрина 7, Гюмри","Mikhail Saltykov-Shchedrin Street 7, Gyumri",OK,Shirak,Gyumri,7,,Gyumri,Mikhail Saltykov-Shedrin Street,,Armenia,40.80348,43.844739,Yandex
"Улица Михаила Салтыкова-Щедрина 1, Гюмри","Mikhail Saltykov-Shchedrin Street 1, Gyumri",OK,Shirak,Gyumri,1,,Gyumri,Mikhail Saltykov-Shedrin Street,,Armenia,40.806279,43.846634,Yandex
"Միխայիլ Սալտիկով-Շեդրինի փողոց 7Ա, Գյումրի","7A Mikhail Saltykov-Shchedrin Street, Gyumri",OK,Shirak,Gyumri,7A,,Gyumri,Mikhail Saltykov-Shedrin Street,,Armenia,40.802661,43.846589,Yandex
"Улица Калинина 96, Дилижан","Kalinina street 96, Dilijan",OK,Tavush,Dilijan,,,Dilijan,Mikhail Kalinin street,,Armenia,40.74063714,44.84743515,Nominatim
"Улица Калинина 179, Дилижан","Kalinina street 179, Dilijan",OK,Tavush,Dilijan,179,,Dilijan,Mikhail Kalinin street,,Armenia,40.7405075,44.8445756,Nominatim
"Улица Калинина 169, Дилижан","Kalinina street 169, Dilijan",OK,Tavush,Dilijan,169,,Dilijan,Mikhail Kalinin street,,Armenia,40.7403873,44.84753465,Nominatim
"Կալինինի փողոց, Դիլիջան","Kalinin Street, Dilijan",OK,Tavush,Dilijan,,,Dilijan,Mikhail Kalinin street,,Armenia,40.74063714,44.84743515,Nominatim
"Կալինինի փողոց 247, Դիլիջան","247 Kalinin Street, Dilijan",OK,Tavush,Dilijan,247,,Dilijan,Mikhail Kalinin street,,Armenia,40.74071325,44.83891395,Nominatim
"Միխայիլ Գլինկայի փողոցի նրբանցք 1, Երևան","Mikhail Glinka Street Alley 1, Yerevan",OK,Yerevan,,1,,Yerevan,Mikhail Glinka Street Lane,,Armenia,40.159345,44.513005,Yandex
"Mikayelyan street, Yerevan","Mikayelyan street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Mikayelyan street,,Armenia,40.17164766,44.46015887,Nominatim
"Mikayelyan street 44, Yerevan","Mikayelyan street 44, Yerevan",OK,Yerevan,Malatia-Sebastia,46,,Yerevan,Mikayelyan street,,Armenia,40.17164766,44.46015887,Nominatim
"Mikayelyan street 3, Yerevan","Mikayelyan street 3, Yerevan",OK,Yerevan,Malatia-Sebastia,3,B - 3,Yerevan,Mikayelyan street,,Armenia,40.1722596,44.45532465,Nominatim
"переулок улицы Налбандяна 15, Ереван","Nalbandyan street alley 15, Yerevan",OK,Yerevan,Kentron,15,,Yerevan,Mikayel Nalbandyan Street Lane,,Armenia,40.180881,44.517209,Yandex
"Mikayel Nalbandyan Street, Yerevan","Mikayel Nalbandyan Street, Yerevan",OK,Yerevan,Shengavit,,Kharberd,Yerevan,Mikayel Nalbandyan street Kharberd,,Armenia,40.08500722,44.4940568,Nominatim
"Mikayel Nalbandyan Street 7, Yerevan","Mikayel Nalbandyan Street 7, Yerevan",OK,Yerevan,Shengavit,,Kharberd,Yerevan,Mikayel Nalbandyan street Kharberd,,Armenia,40.08500722,44.4940568,Nominatim
"Mikayel Nalbandyan Street 50, Yerevan","Mikayel Nalbandyan Street 50, Yerevan",OK,Yerevan,Shengavit,,Kharberd,Yerevan,Mikayel Nalbandyan street Kharberd,,Armenia,40.08500722,44.4940568,Nominatim
"Mikayel Nalbandyan Street 29, Yerevan","Mikayel Nalbandyan Street 29, Yerevan",OK,Yerevan,Shengavit,,Kharberd,Yerevan,Mikayel Nalbandyan street Kharberd,,Armenia,40.08500722,44.4940568,Nominatim
"Mikayel Nalbandyan Street 106/1, Yerevan","Mikayel Nalbandyan Street 106/1, Yerevan",OK,Yerevan,Shengavit,106/1,Kharberd,Yerevan,Mikayel Nalbandyan street Kharberd,,Armenia,40.08500722,44.4940568,Nominatim
"Mikayel Nalbandyan Street 1, Yerevan","Mikayel Nalbandyan Street 1, Yerevan",OK,Yerevan,Shengavit,1,Kharberd,Yerevan,Mikayel Nalbandyan street Kharberd,,Armenia,40.08500722,44.4940568,Nominatim
"Նալբանդյան փողոց 63, Սևան","63 Nalbandyan Street, Sevan",OK,Gegharkunik,Sevan,63,,Sevan,Mikayel Nalbandyan Street,,Armenia,40.551006,44.964031,Yandex
"Улица Налбандяна 42, Севан","42 Nalbandyan Street, Sevan",OK,Gegharkunik,Sevan,42,,Sevan,Mikayel Nalbandyan Street,,Armenia,40.550266,44.963087,Yandex
"Улица Налбандяна 27, Севан","27 Nalbandyan Street, Sevan",OK,Gegharkunik,Sevan,27,,Sevan,Mikayel Nalbandyan Street,,Armenia,40.549827,44.954005,Yandex
"Улица Микаэла Налбандяна 55, Севан","Mikael Nalbandyan Street 55, Sevan",OK,Gegharkunik,,55,,Sevan,Mikayel Nalbandyan Street,,Armenia,40.55115,44.962099,Yandex
"Միքայել Նալբանդյանի փողոց 38, Սևան","38 Mikael Nalbandyan Street, Sevan",OK,Gegharkunik,,40A,,Sevan,Mikayel Nalbandyan Street,,Armenia,40.550163,44.962324,Yandex
"Aygestan 9th street 65, Yerevan","Aygestan 9th street 65, Yerevan",OK,Yerevan,Kentron,65,Aygestan,Yerevan,Mikael Chailakhyan street,,Armenia,40.1811885,44.52895278,Nominatim
"Միքայել Չայլախյան փողոց 41, Երևան","41 Mikael Chaylakhyan Street, Yerevan",OK,Yerevan,Kentron,41,Aygestan,Yerevan,Mikael Chailakhyan street,,Armenia,40.1829705,44.5286046,Nominatim
"1-я улица Михай Эминеску, Ереван","1st Mihai Eminescu Street, Yerevan",OK,Yerevan,,,,Yerevan,Mihai Eminescu 1st Street,,Armenia,40.202409,44.552935,Yandex
"Մյասնիկյան փողոց 7/25, Վանաձոր","7/25 Myasnikyan Street, Vanadzor",OK,Lori,Vanadzor,7,,Vanadzor,Miasnikyan Street,,Armenia,40.809897,44.49299,Yandex
"Մհեր Մկրտչյան փողոց, Երևան","Mher Mkrtchyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Mher Mkrtchyan street,,Armenia,40.17486289,44.51186882,Nominatim
"Mher Mkrtchyan street, Yerevan","Mher Mkrtchyan street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Mher Mkrtchyan street,,Armenia,40.17486289,44.51186882,Nominatim
"Mher Mkrtchyan street 1, Yerevan","Mher Mkrtchyan street 1, Yerevan",OK,Yerevan,Kentron,1,,Yerevan,Mher Mkrtchyan street,,Armenia,40.17448265,44.51061995,Nominatim
"Mher Mkrtchyan street, Gyumri","Mher Mkrtchyan street, Gyumri",OK,Shirak,Gyumri,,,Border Gyumri-Akhuryan,Mher Mkrtchyan street,,Armenia,40.79897127,43.84007149,Nominatim
"Մհեր Մկրտչյանի 4-րդ փողոց, Առինջ","Mher Mkrtchyan 4th Street, Arinj",OK,Kotayk,,,,,Mher Mkrtchyan 4th Street,Village of Arinj,Armenia,40.222189,44.59247,Yandex
"Metsarents street 58, Yerevan","Metsarents street 58, Yerevan",OK,Yerevan,Malatia-Sebastia,58,,Yerevan,Metsarents street,,Armenia,40.17656085,44.46236768,Nominatim
"Улица Метахагорцнери, Иджеван","Metakhagortsneri street, Ijevan",OK,Tavush,,,,Ijevan,Metaghagortsneri Street,,Armenia,40.888799,45.157061,Yandex
"Ձագավանքի փողոց 1-ին նրբանցք 19, Առինջ","Dzagavank Street, 1st Lane, 19, Arinj",OK,Kotayk,Abovyan,19,,,Mesrop Mashtots Street 1st Lane,Village of Arinj,Armenia,40.229963,44.567182,Yandex
"Մեսրոպ Մաշտոցի փողոց, Վաղարշապատ","Mesrop Mashtots Street, Vagharshapat",OK,Armavir,Vagharshapat,,,City of Ejmiatsin,Mesrop Mashtots Street,,Armenia,40.166603,44.307811,Yandex
"Улица Месропа Маштоца, Вагаршапат","Mesrop Mashtots Street, Vagharshapat",OK,Armavir,Vagharshapat,,,City of Ejmiatsin,Mesrop Mashtots Street,,Armenia,40.166603,44.307811,Yandex
"Mesrop Mashtots street, Vagharshapat","Mesrop Mashtots street, Vagharshapat",OK,Armavir,Vagharshapat,,,Vagharshapat,Mesrop Mashtots street,,Armenia,40.16584865,44.2997973,Nominatim
"Mesrop Mashtots street 6, Vagharshapat","Mesrop Mashtots street 6, Vagharshapat",OK,Armavir,Vagharshapat,6,,Vagharshapat,Mesrop Mashtots street,,Armenia,40.1640444,44.29533505,Nominatim
"Mesrop Mashtots street 48, Vagharshapat","Mesrop Mashtots street 48, Vagharshapat",OK,Armavir,Vagharshapat,48,,Vagharshapat,Mesrop Mashtots street,,Armenia,40.166346,44.3080678,Nominatim
"Mesrop Mashtots street 18, Vagharshapat","Mesrop Mashtots street 18, Vagharshapat",OK,Armavir,Vagharshapat,18,,Vagharshapat,Mesrop Mashtots street,,Armenia,40.16590915,44.30061264,Nominatim
"Mesrop Mashtots street 14, Vagharshapat","Mesrop Mashtots street 14, Vagharshapat",OK,Armavir,Vagharshapat,14,,Vagharshapat,Mesrop Mashtots street,,Armenia,40.16523445,44.29902346,Nominatim
"Mesrop Mashtots street 10, Vagharshapat","Mesrop Mashtots street 10, Vagharshapat",OK,Armavir,Vagharshapat,10,,Vagharshapat,Mesrop Mashtots street,,Armenia,40.1649041,44.29715726,Nominatim
"Mesrop Mashtots St, Vagharshapat","Mesrop Mashtots St, Vagharshapat",OK,Armavir,Vagharshapat,,,Vagharshapat,Mesrop Mashtots street,,Armenia,40.16584865,44.2997973,Nominatim
"Mashtotsi St, Vagharshapat","Mashtotsi St, Vagharshapat",OK,Armavir,Vagharshapat,,,City of Ejmiatsin,Mesrop Mashtots Street,,Armenia,40.166603,44.307811,Yandex
"Mashtots St, Vagharshapat","Mashtots St, Vagharshapat",OK,Armavir,Vagharshapat,,,Vagharshapat,Mesrop Mashtots street,,Armenia,40.16610627,44.30068258,Nominatim
"Մեսրոպ Մաշտոց փողոց 64, Վաղարշապատ","64 Mesrop Mashtots Street, Vagharshapat",OK,Armavir,Vagharshapat,65,Zvartnots,City of Ejmiatsin,Mesrop Mashtots Street,,Armenia,40.166327,44.298469,Yandex
"Մեսրոպ Մաշտոցի փողոց, Բերդ","Mesrop Mashtots Street, Berd",OK,Tavush,Berd,,,Berd,Mesrop Mashtots Street,,Armenia,40.88320211,45.39116903,Nominatim
"Մաշտոցի փողոց, Բերդ","Mashtots Street, Berd",OK,Tavush,Berd,,,Berd,Mesrop Mashtots Street,,Armenia,40.879718,45.387263,Yandex
"Mesrop Mashtotsi St, Vagharshapat","Mesrop Mashtotsi St, Vagharshapat",OK,Armavir,,,,Ejmiatsin,Mesrop Mashtots Street,,Armenia,40.166603,44.307811,Yandex
"Մեսրոպ Մաշտոցի փողոց 22, Վանաձոր","Mesrop Mashtots Street 22, Vanadzor",OK,Lori,,22,,Vanadzor,Mesrop Mashtots Street,,Armenia,40.80331,44.502063,Yandex
"Mesrop Mashtots St 19, Vagharshapa","Mesrop Mashtots St 19, Vagharshapa",OK,Armavir,,19,,Ejmiatsin,Mesrop Mashtots Street,,Armenia,40.166355,44.313686,Yandex
"Mesrop Mashtots Avenue, Yerevan","Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18997849,44.51861847,Nominatim
"Մեսրոպ Մաշտոցի պողոտա, Երևան","Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18997849,44.51861847,Nominatim
"Մեսրոպ Մաշտոցի պողոտա 9/1, Երևան","Mesrop Mashtots Avenue 9/1, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18997849,44.51861847,Nominatim
"Mesrop Mashtots Avenue 9, Yerevan","Mesrop Mashtots Avenue 9, Yerevan",OK,Yerevan,Kentron,9,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18062265,44.5068953,Nominatim
"Mesrop Mashtots Avenue 8, Yerevan","Mesrop Mashtots Avenue 8, Yerevan",OK,Yerevan,Kentron,8/4,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1780611,44.5047301,Nominatim
"Մեսրոպ Մաշտոցի պողոտա 7/5, Երևան","Mesrop Mashtots Avenue 7/5, Yerevan",OK,Yerevan,Kentron,7/5,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1801779,44.5063546,Nominatim
"Mesrop Mashtots Avenue 7, Yerevan","Mesrop Mashtots Avenue 7, Yerevan",OK,Yerevan,Kentron,7,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1802429,44.5060774,Nominatim
"Mesrop Mashtots Avenue 60, Yerevan","Mesrop Mashtots Avenue 60, Yerevan",OK,Yerevan,Kentron,60,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1914789,44.52168135,Nominatim
"Mesrop Mashtots Avenue 6, Yerevan","Mesrop Mashtots Avenue 6, Yerevan",OK,Yerevan,Kentron,6,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.17764495,44.50610127,Nominatim
"Mesrop Mashtots Avenue 5d, Yerevan","Mesrop Mashtots Avenue 5d, Yerevan",OK,Yerevan,Kentron,5d,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.17927385,44.50419358,Nominatim
"Mesrop Mashtots Avenue 58, Yerevan","Mesrop Mashtots Avenue 58, Yerevan",OK,Yerevan,Kentron,58,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.191264,44.52062343,Nominatim
"Mesrop Mashtots Avenue 54, Yerevan","Mesrop Mashtots Avenue 54, Yerevan",OK,Yerevan,Kentron,54,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1901532,44.5190983,Nominatim
"Mesrop Mashtots Avenue 53, Yerevan","Mesrop Mashtots Avenue 53, Yerevan",OK,Yerevan,Kentron,53,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.19246145,44.52220906,Nominatim
"Mesrop Mashtots Avenue 51, Երևան","Mesrop Mashtots Avenue 51, Yerevan",OK,Yerevan,Kentron,51,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.19148895,44.51984629,Nominatim
"Mesrop Mashtots Avenue 51, Yerevan","Mesrop Mashtots Avenue 51, Yerevan",OK,Yerevan,Kentron,51,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.19148895,44.51984629,Nominatim
"Mesrop Mashtots Avenue 5/2, Yerevan","Mesrop Mashtots Avenue 5/2, Yerevan",OK,Yerevan,Kentron,5/2,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1797329,44.5041879,Nominatim
"Mesrop Mashtots Avenue 48, Yerevan","Mesrop Mashtots Avenue 48, Yerevan",OK,Yerevan,Kentron,48,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18891,44.5175307,Nominatim
"Mesrop Mashtots Avenue 45a, Yerevan","Mesrop Mashtots Avenue 45a, Yerevan",OK,Yerevan,Kentron,45Ա,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.19035895,44.51724352,Nominatim
"Mesrop Mashtots Avenue 45A, Yerevan","Mesrop Mashtots Avenue 45A, Yerevan",OK,Yerevan,Kentron,45Ա,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.19035895,44.51724352,Nominatim
"Mesrop Mashtots Avenue 45, Yerevan","Mesrop Mashtots Avenue 45, Yerevan",OK,Yerevan,Kentron,45,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1901982,44.51830497,Nominatim
"Mesrop Mashtots Avenue 44, Yerevan","Mesrop Mashtots Avenue 44, Yerevan",OK,Yerevan,Kentron,46A,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18997849,44.51861847,Nominatim
"Mesrop Mashtots Avenue 43, Երևան","Mesrop Mashtots Avenue 43, Yerevan",OK,Yerevan,Kentron,43,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1898873,44.51792653,Nominatim
"Mesrop Mashtots Avenue 42, Yerevan","Mesrop Mashtots Avenue 42, Yerevan",OK,Yerevan,Kentron,42,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1849912,44.51300499,Nominatim
"Mesrop Mashtots Avenue 41, Yerevan","Mesrop Mashtots Avenue 41, Yerevan",OK,Yerevan,Kentron,41,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18953365,44.51750491,Nominatim
"Mesrop Mashtots Avenue 40a, Երևան","Mesrop Mashtots Avenue 40a, Yerevan",OK,Yerevan,Kentron,40a,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18384775,44.51248045,Nominatim
"Mesrop Mashtots Avenue 40a, Yerevan","Mesrop Mashtots Avenue 40a, Yerevan",OK,Yerevan,Kentron,40a,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18384775,44.51248045,Nominatim
"Mesrop Mashtots Avenue 40, Yerevan","Mesrop Mashtots Avenue 40, Yerevan",OK,Yerevan,Kentron,40,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18440505,44.51230679,Nominatim
"Mesrop Mashtots Avenue 39/12, Yerevan","Mesrop Mashtots Avenue 39/12, Yerevan",OK,Yerevan,Kentron,39/12,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1891125,44.5168944,Nominatim
"Mesrop Mashtots Avenue 39, Yerevan","Mesrop Mashtots Avenue 39, Yerevan",OK,Yerevan,Kentron,39,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1887774,44.5166138,Nominatim
"Mesrop Mashtots Avenue 38, Yerevan","Mesrop Mashtots Avenue 38, Yerevan",OK,Yerevan,Kentron,38,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18394535,44.51173575,Nominatim
"Mesrop Mashtots Avenue 37, Yerevan","Mesrop Mashtots Avenue 37, Yerevan",OK,Yerevan,Kentron,37,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18624685,44.5136121,Nominatim
"Mesrop Mashtots Avenue 36, Yerevan","Mesrop Mashtots Avenue 36, Yerevan",OK,Yerevan,Kentron,36,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18343425,44.51115381,Nominatim
"Mesrop Mashtots Avenue 33/2, Yerevan","Mesrop Mashtots Avenue 33/2, Yerevan",OK,Yerevan,Kentron,33/2,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1852146,44.51144585,Nominatim
"Mesrop Mashtots Avenue 33/1, Yerevan","Mesrop Mashtots Avenue 33/1, Yerevan",OK,Yerevan,Kentron,33/1,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1855172,44.51188308,Nominatim
"Mesrop Mashtots Avenue 33, Yerevan","Mesrop Mashtots Avenue 33, Yerevan",OK,Yerevan,Kentron,33,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18549125,44.51261278,Nominatim
"Mesrop Mashtots Avenue 27, Yerevan","Mesrop Mashtots Avenue 27, Yerevan",OK,Yerevan,Kentron,27,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1841805,44.51113189,Nominatim
"Mesrop Mashtots Avenue 25, Yerevan","Mesrop Mashtots Avenue 25, Yerevan",OK,Yerevan,Kentron,25,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18381475,44.5106821,Nominatim
"Mesrop Mashtots Avenue 23, Yerevan","Mesrop Mashtots Avenue 23, Yerevan",OK,Yerevan,Kentron,23,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18350415,44.51031042,Nominatim
"Mesrop Mashtots Avenue 21, Yerevan","Mesrop Mashtots Avenue 21, Yerevan",OK,Yerevan,Kentron,21,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1832802,44.51004265,Nominatim
"Mesrop Mashtots Avenue 20, Yerevan","Mesrop Mashtots Avenue 20, Yerevan",OK,Yerevan,Kentron,20,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1813035,44.5085635,Nominatim
"Mesrop Mashtots Avenue 2/3, Yerevan","Mesrop Mashtots Avenue 2/3, Yerevan",OK,Yerevan,Kentron,2/3,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1747948,44.50224696,Nominatim
"Mesrop Mashtots Avenue 2, Yerevan","Mesrop Mashtots Avenue 2, Yerevan",OK,Yerevan,Kentron,22/2,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1820808,44.5093663,Nominatim
"Mesrop Mashtots Avenue 19, Yerevan","Mesrop Mashtots Avenue 19, Yerevan",OK,Yerevan,Kentron,19,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1832124,44.50989211,Nominatim
"Mesrop Mashtots Avenue 18, Yerevan","Mesrop Mashtots Avenue 18, Yerevan",OK,Yerevan,Kentron,18,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1803513,44.50745051,Nominatim
"Մեսրոպ Մաշտոցի պողոտա 16/5, Երևան","Mesrop Mashtots Avenue 16/5, Yerevan",OK,Yerevan,Kentron,16/5,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.179573,44.5067682,Nominatim
"Mesrop Mashtots Avenue 15, Yerevan","Mesrop Mashtots Avenue 15, Yerevan",OK,Yerevan,Kentron,15,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1818861,44.5083934,Nominatim
"Mesrop Mashtots Avenue 14, Yerevan","Mesrop Mashtots Avenue 14, Yerevan",OK,Yerevan,Kentron,14,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1789162,44.50572673,Nominatim
"Mesrop Mashtots Avenue 13/1, Yerevan","Mesrop Mashtots Avenue 13/1, Yerevan",OK,Yerevan,Kentron,13/1,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1818351,44.50781262,Nominatim
"Mesrop Mashtots Avenue 12, Yerevan","Mesrop Mashtots Avenue 12, Yerevan",OK,Yerevan,Kentron,39/12,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1891125,44.5168944,Nominatim
"Mesrop Mashtots Avenue 11, Yerevan","Mesrop Mashtots Avenue 11, Yerevan",OK,Yerevan,Kentron,11,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1811642,44.5076518,Nominatim
"Mesrop Mashtots Avenue 10, Yerevan","Mesrop Mashtots Avenue 10, Yerevan",OK,Yerevan,Kentron,40A/10,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18399315,44.51290488,Nominatim
"Mesrop Mashtots Avenue 1, Yerevan","Mesrop Mashtots Avenue 1, Yerevan",OK,Yerevan,Kentron,4-1/1,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1764853,44.5029567,Nominatim
"Mesrop Mashtots 45a, Երևան","Mesrop Mashtots 45a, Yerevan",OK,Yerevan,Kentron,45Ա,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.19035895,44.51724352,Nominatim
"Mesrop Mashtots 43, Երևան","Mesrop Mashtots 43, Yerevan",OK,Yerevan,Kentron,43,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1898873,44.51792653,Nominatim
"Mesrop Mashtots 41, Երևան","Mesrop Mashtots 41, Yerevan",OK,Yerevan,Kentron,41,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18953365,44.51750491,Nominatim
"Mesrop Mashtots 15, Երևան","Mesrop Mashtots 15, Yerevan",OK,Yerevan,Kentron,15,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1818861,44.5083934,Nominatim
"Մեսրոպ Մաշտոցի պողոտա 7Ա, Երևան","7A Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,7a,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.17980685,44.50525447,Nominatim
