Address,Translated,Status,Province,Administrative District,Building,Neighbourhood,Town,Street,Village,Country,Latitude,Longitude,api,Block,Lane,Street Number,Index
"mesrop mashtots avenue 38, yerevan","Mesrop Mashtots Avenue 38, Yerevan",OK,Yerevan,Kentron,38,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18394535,44.51173575,Nominatim,,,,['A29096']
"mesrop mashtots avenue 37, yerevan","Mesrop Mashtots Avenue 37, Yerevan",OK,Yerevan,Kentron,37,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18624685,44.5136121,Nominatim,,,,"['A2141', 'A16286', 'A20136', 'A28709', 'B2203']"
"mesrop mashtots avenue 36, yerevan","Mesrop Mashtots Avenue 36, Yerevan",OK,Yerevan,Kentron,36,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18343425,44.51115381,Nominatim,,,,['A21733']
"mesrop mashtots avenue 33/2, yerevan","Mesrop Mashtots Avenue 33/2, Yerevan",OK,Yerevan,Kentron,33/2,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1852146,44.51144585,Nominatim,,,,"['A3784', 'A21600', 'A23934', 'B4829', 'B5167', 'B5256']"
"mesrop mashtots avenue 33/1, yerevan","Mesrop Mashtots Avenue 33/1, Yerevan",OK,Yerevan,Kentron,33/1,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1855172,44.51188308,Nominatim,,,,"['A154', 'A567', 'A2167', 'A2295', 'A3674', 'A3699', 'A4924', 'A19502', 'A25763', 'A29950', 'B2828', 'B3890', 'B5766']"
"mesrop mashtots avenue 33, yerevan","Mesrop Mashtots Avenue 33, Yerevan",OK,Yerevan,Kentron,33,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18549125,44.51261278,Nominatim,,,,"['A2493', 'A6708', 'A11164', 'B7466']"
"mesrop mashtots avenue 27, yerevan","Mesrop Mashtots Avenue 27, Yerevan",OK,Yerevan,Kentron,27,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1841805,44.51113189,Nominatim,,,,"['A21604', 'B2668']"
"mesrop mashtots avenue 25, yerevan","Mesrop Mashtots Avenue 25, Yerevan",OK,Yerevan,Kentron,25,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18381475,44.5106821,Nominatim,,,,['B5257']
"mesrop mashtots avenue 23, yerevan","Mesrop Mashtots Avenue 23, Yerevan",OK,Yerevan,Kentron,23,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18350415,44.51031042,Nominatim,,,,['A29996']
"mesrop mashtots avenue 21, yerevan","Mesrop Mashtots Avenue 21, Yerevan",OK,Yerevan,Kentron,21,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1832802,44.51004265,Nominatim,,,,['A29652']
"mesrop mashtots avenue 20, yerevan","Mesrop Mashtots Avenue 20, Yerevan",OK,Yerevan,Kentron,20,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1813035,44.5085635,Nominatim,,,,"['A23143', 'B3489']"
"mesrop mashtots avenue 2/3, yerevan","Mesrop Mashtots Avenue 2/3, Yerevan",OK,Yerevan,Kentron,2/3,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1747948,44.50224696,Nominatim,,,,['A25470']
"mesrop mashtots avenue 2, yerevan","Mesrop Mashtots Avenue 2, Yerevan",OK,Yerevan,Kentron,22/2,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1820808,44.5093663,Nominatim,,,,['A8042']
"mesrop mashtots avenue 19, yerevan","Mesrop Mashtots Avenue 19, Yerevan",OK,Yerevan,Kentron,19,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1832124,44.50989211,Nominatim,,,,['A17034']
"mesrop mashtots avenue 18, yerevan","Mesrop Mashtots Avenue 18, Yerevan",OK,Yerevan,Kentron,18,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1803513,44.50745051,Nominatim,,,,['B259']
"մեսրոպ մաշտոցի պողոտա 16/5, երևան","Mesrop Mashtots Avenue 16/5, Yerevan",OK,Yerevan,Kentron,16/5,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.179573,44.5067682,Nominatim,,,,['A16074']
"mesrop mashtots avenue 15, yerevan","Mesrop Mashtots Avenue 15, Yerevan",OK,Yerevan,Kentron,15,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1818861,44.5083934,Nominatim,,,,"['A133', 'A2272', 'A3036', 'A6135', 'A8046', 'A16572', 'A17385', 'A18976', 'A20762', 'A20822', 'A20825', 'A21613', 'A21617', 'A24062', 'A24145', 'A26056', 'A26389', 'A29136', 'A30281', 'B2774', 'B5672']"
"mesrop mashtots avenue 14, yerevan","Mesrop Mashtots Avenue 14, Yerevan",OK,Yerevan,Kentron,14,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1789162,44.50572673,Nominatim,,,,"['A6043', 'A25715', 'A27252']"
"mesrop mashtots avenue 13/1, yerevan","Mesrop Mashtots Avenue 13/1, Yerevan",OK,Yerevan,Kentron,13/1,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1818351,44.50781262,Nominatim,,,,"['A200', 'A3664', 'A19213', 'A19311', 'A24553', 'A26946', 'B5169', 'B5765']"
"mesrop mashtots avenue 12, yerevan","Mesrop Mashtots Avenue 12, Yerevan",OK,Yerevan,Kentron,39/12,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1891125,44.5168944,Nominatim,,,,['A21476']
"mesrop mashtots avenue 11, yerevan","Mesrop Mashtots Avenue 11, Yerevan",OK,Yerevan,Kentron,11,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1811642,44.5076518,Nominatim,,,,['A12638']
"mesrop mashtots avenue 10, yerevan","Mesrop Mashtots Avenue 10, Yerevan",OK,Yerevan,Kentron,40A/10,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18399315,44.51290488,Nominatim,,,,"['A1731', 'A6305', 'A29321', 'B3799']"
"mesrop mashtots avenue 1, yerevan","Mesrop Mashtots Avenue 1, Yerevan",OK,Yerevan,Kentron,4-1/1,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1764853,44.5029567,Nominatim,,,,"['A213', 'A620', 'A11914', 'A21427', 'A21607', 'A21615']"
"mesrop mashtots 45a, երևան","Mesrop Mashtots 45a, Yerevan",OK,Yerevan,Kentron,45Ա,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.19035895,44.51724352,Nominatim,,,,"['A3812', 'A5962']"
"mesrop mashtots 43, երևան","Mesrop Mashtots 43, Yerevan",OK,Yerevan,Kentron,43,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1898873,44.51792653,Nominatim,,,,"['A3057', 'A3149']"
"mesrop mashtots 41, երևան","Mesrop Mashtots 41, Yerevan",OK,Yerevan,Kentron,41,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.18953365,44.51750491,Nominatim,,,,['A3062']
"mesrop mashtots 15, երևան","Mesrop Mashtots 15, Yerevan",OK,Yerevan,Kentron,15,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.1818861,44.5083934,Nominatim,,,,['A21804']
"մեսրոպ մաշտոցի պողոտա 7ա, երևան","7a Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,7a,,Yerevan,Mesrop Mashtots Avenue,,Armenia,40.17980685,44.50525447,Nominatim,,,,['A23416']
"mesrop mashtots, երևան","Mesrop Mashtots, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Mashtots Avenue,,Armenia,40.182514,44.50969,Yandex,,,,"['A1234', 'A2074', 'A3160', 'A3753', 'A3974', 'A4740', 'A4903', 'A6820', 'A6826', 'A8333', 'A8361', 'A9100', 'A9313', 'A9795', 'A10530', 'A10556', 'A10561', 'A11362', 'A11369', 'A11685', 'A11971', 'A11975', 'A11981', 'A12421', 'A13542', 'A13567', 'A13914', 'A13936', 'A13954', 'A14021', 'A14062', 'A14092', 'A14659', 'A14792', 'A14924', 'A15851', 'A15940', 'A16132', 'A16319', 'A16453', 'A17151', 'A17535', 'A18209', 'A18793', 'A18847', 'A18849', 'A19061', 'A19189', 'A19204', 'A19330', 'A19334', 'A19339', 'A19342', 'A19347', 'A19430', 'A19432', 'A19563', 'A19722', 'A19752', 'A20039', 'A20333', 'A20522', 'A20799', 'A20863', 'A20869', 'A20872', 'A21472', 'A22359', 'A22629', 'A24940', 'A24948', 'A24962', 'A25360', 'A26042', 'A26777', 'A26799', 'A26817', 'A27050', 'A27360', 'A28103', 'A28348', 'A28516', 'A28536', 'A28551', 'A28622', 'A28623', 'A28771', 'A28884', 'A29609', 'A29767', 'A30101', 'A30546', 'A30578', 'A30598', 'A30601', 'A30617', 'A30619', 'A30916', 'A30999', 'A31002', 'A31096', 'A31180', 'A31253', 'A31378', 'A31624', 'A31777', 'A31921', 'A32482', 'B2170', 'B2384', 'B2595', 'B2618', 'B2640', 'B3160', 'B3250', 'B4137', 'B4307', 'B4678', 'B5336', 'B5462', 'B5558', 'B6336', 'B7312', 'B7834', 'B8082']"
"mesrop mashtots avenue, երևան","Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Mashtots Avenue,,Armenia,40.182514,44.50969,Yandex,,,,"['A593', 'A22899', 'A24760', 'A26087', 'A28361', 'A28942', 'A29686', 'A29811', 'A30510', 'B7926']"
"проспект месропа маштоца 5г, ереван","Mesrop Mashtots Avenue 5g, Yerevan",OK,Yerevan,Kentron,5G,,Yerevan,Mashtots Avenue,,Armenia,40.179,44.504174,Yandex,,,,['A5160']
"մեսրոպ մաշտոցի պողոտա 5/3, երևան","Mesrop Mashtots Avenue 5/3, Yerevan",OK,Yerevan,Kentron,5/3,,Yerevan,Mashtots Avenue,,Armenia,40.179964,44.503923,Yandex,,,,"['A23353', 'B6347']"
"mesrop mashtots avenue 45a, երևան","Mesrop Mashtots Avenue 45a, Yerevan",OK,Yerevan,Kentron,45A,,Yerevan,Mashtots Avenue,,Armenia,40.190347,44.517272,Yandex,,,,['A4311']
"mesrop mashtots avenue 41, երևան","Mesrop Mashtots Avenue 41, Yerevan",OK,Yerevan,Kentron,41,,Yerevan,Mashtots Avenue,,Armenia,40.189403,44.51737,Yandex,,,,['A3011']
"mesrop mashtots avenue 40, երևան","Mesrop Mashtots Avenue 40, Yerevan",OK,Yerevan,Kentron,40,,Yerevan,Mashtots Avenue,,Armenia,40.184353,44.512169,Yandex,,,,['A3022']
"mesrop mashtots avenue 33/1, երևան","Mesrop Mashtots Avenue 33/1, Yerevan",OK,Yerevan,Kentron,33/1,,Yerevan,Mashtots Avenue,,Armenia,40.185497,44.511873,Yandex,,,,"['A153', 'A1400']"
"mesrop mashtots avenue 22, երևան","Mesrop Mashtots Avenue 22, Yerevan",OK,Yerevan,Kentron,22,,Yerevan,Mashtots Avenue,,Armenia,40.182445,44.509995,Yandex,,,,['B284']
"մեսրոպ մաշտոցի պողոտա 15/4, երևան","Mesrop Mashtots Avenue 15/4, Yerevan",OK,Yerevan,Kentron,15/4,,Yerevan,Mashtots Avenue,,Armenia,40.182307,44.507731,Yandex,,,,['A28392']
"mesrop mashtots 5գ, երևան","Mesrop Mashtots 5g, Yerevan",OK,Yerevan,Kentron,5,,Yerevan,Mashtots Avenue,,Armenia,40.178669,44.503923,Yandex,,,,['A3562']
"mesrop mashtots 5ա, երևան","Mesrop Mashtots 5a, Yerevan",OK,Yerevan,Kentron,5A,,Yerevan,Mashtots Avenue,,Armenia,40.178752,44.50465,Yandex,,,,['A3322']
"մեսրոպ մաշտոցի պողոտա 5բ, երևան","5b Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,5B,,Yerevan,Mashtots Avenue,,Armenia,40.179124,44.505099,Yandex,,,,['A3118']
"մեսրոպ մաշտոցի պողոտա 5ա, երևան","5a Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,5A,,Yerevan,Mashtots Avenue,,Armenia,40.178752,44.50465,Yandex,,,,['A12064']
"մեսրոպ մաշտոցի պողոտա 45ա, երևան","45a Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,45A,,Yerevan,Mashtots Avenue,,Armenia,40.190347,44.517272,Yandex,,,,"['A2342', 'A2351', 'A3032']"
"մեսրոպ մաշտոցի պողոտա 45ա, երևան","45a Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,45A,,Yerevan,Mashtots Avenue,,Armenia,40.190347,44.517272,Yandex,,,,"['A2342', 'A2351', 'A3032']"
"մեսրոպ մաշտոցի պողոտա 40ա, երևան","40a Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,40A,,Yerevan,Mashtots Avenue,,Armenia,40.18385,44.512457,Yandex,,,,"['A24972', 'B1957']"
"marshal baghramyan avenue 4, yerevan","Marshal Baghramyan Avenue 4, Yerevan",OK,Yerevan,Kentron,21/4,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.19095865,44.50542894,Nominatim,,,,"['A2041', 'A29042']"
"marshal baghramyan avenue 26, yerevan","Marshal Baghramyan Avenue 26, Yerevan",OK,Yerevan,Kentron,26,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.19298345,44.50621058,Nominatim,,,,['A28008']
"marshal baghramyan avenue 24, yerevan","Marshal Baghramyan Avenue 24, Yerevan",OK,Yerevan,Kentron,24,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.1923989,44.50870038,Nominatim,,,,['A30428']
"marshal baghramyan avenue 23, yerevan","Marshal Baghramyan Avenue 23, Yerevan",OK,Yerevan,Kentron,23,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.19147055,44.50454245,Nominatim,,,,['B5963']
"marshal baghramyan avenue 22, yerevan","Marshal Baghramyan Avenue 22, Yerevan",OK,Yerevan,Kentron,22,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.19209635,44.51016515,Nominatim,,,,['A24733']
"marshal baghramyan avenue 21, yerevan","Marshal Baghramyan Avenue 21, Yerevan",OK,Yerevan,Kentron,21,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.1909272,44.5065534,Nominatim,,,,['A1021']
"marshal baghramyan avenue 20, yerevan","Marshal Baghramyan Avenue 20, Yerevan",OK,Yerevan,Kentron,20,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.19177335,44.51049542,Nominatim,,,,['A25989']
"marshal baghramyan avenue 2, yerevan","Marshal Baghramyan Avenue 2, Yerevan",OK,Yerevan,Kentron,2,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.1890634,44.5138892,Nominatim,,,,"['A212', 'A946', 'A10600', 'A14696', 'A16272', 'A17116', 'A17575', 'A30335', 'B3334', 'B5974']"
"marshal baghramyan avenue 19, yerevan","Marshal Baghramyan Avenue 19, Yerevan",OK,Yerevan,Kentron,19,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.18979755,44.50916963,Nominatim,,,,['A9246']
"marshal baghramyan avenue 14, yerevan","Marshal Baghramyan Avenue 14, Yerevan",OK,Yerevan,Kentron,14,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.19093635,44.51230876,Nominatim,,,,"['A2030', 'A3431', 'A29116']"
"marshal baghramyan avenue 12, yerevan","Marshal Baghramyan Avenue 12, Yerevan",OK,Yerevan,Kentron,12,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.1907375,44.5126541,Nominatim,,,,['A23394']
"проспект маршала баграмяна 24, yerevan","24 Marshal Baghramyan Avenue, Yerevan",OK,Yerevan,Kentron,24,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.1923989,44.50870038,Nominatim,,,,['A22749']
"մարշալ բաղրամյան պողոտա 15, yerevan","15 Marshal Baghramyan Avenue, Yerevan",OK,Yerevan,Kentron,15,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.1907701,44.5108584,Nominatim,,,,['A3380']
"margarian 2-nd lane, yerevan","Margarian 2nd Lane, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Margaryan Street,,Armenia,40.181949,44.519068,Yandex,,2nd Lane,,['A31341']
"улица лер камсари, ереван","Ler Kamsari Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Ler Kamsari Street,,Armenia,40.19472561,44.50497567,Nominatim,,,,['A5824']
"ler kamsari street, yerevan","Ler Kamsari Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Ler Kamsari Street,,Armenia,40.19472561,44.50497567,Nominatim,,,,"['A4897', 'A4939', 'A6585', 'A8504', 'A8729', 'A12779', 'A12975', 'A14002', 'A14023', 'A14078', 'A15000', 'A15376', 'A15900', 'A15904', 'A16738', 'A18995', 'A26361', 'A26886', 'A27553', 'A30760', 'A31542', 'B2014', 'B2320', 'B2741', 'B5157', 'B5543', 'B5657', 'B7682']"
"ler kamsari street 30/2, yerevan","Ler Kamsari Street 30/2, Yerevan",OK,Yerevan,Kentron,30/2,,Yerevan,Ler Kamsari Street,,Armenia,40.19506605,44.5060289,Nominatim,,,,['A30983']
"antarayin, երևան","Antarayin, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Ler Kamsari Street,,Armenia,40.19485545,44.50491406,Nominatim,,,,['B2086']
"լեռ կամսարի փողոց, երևան","Ler Kamsar Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Ler Kamsar Street,,Armenia,40.194184,44.504992,Yandex,,,,['A6314']
"լեոյի փողոց, երևան","Leo Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Leo Street,,Armenia,40.180212,44.503249,Yandex,,,,"['A20175', 'A30367']"
"leo street, yerevan","Leo Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Leo Street,,Armenia,40.17988284,44.50271723,Nominatim,,,,"['A35', 'A668', 'A942', 'A1907', 'A3388', 'A4619', 'A4995', 'A5136', 'A5139', 'A5324', 'A5376', 'A5390', 'A5900', 'A5922', 'A6156', 'A6174', 'A6316', 'A6991', 'A7679', 'A7689', 'A7824', 'A7831', 'A7859', 'A7981', 'A8027', 'A8167', 'A8210', 'A8471', 'A8998', 'A9130', 'A9208', 'A9909', 'A10197', 'A10789', 'A11221', 'A12038', 'A12129', 'A12174', 'A12331', 'A12467', 'A12643', 'A13270', 'A13298', 'A13559', 'A13679', 'A13721', 'A13913', 'A14050', 'A14738', 'A14760', 'A14798', 'A15450', 'A15599', 'A15639', 'A16231', 'A16525', 'A16673', 'A17835', 'A17843', 'A18426', 'A18446', 'A18674', 'A19716', 'A19751', 'A20433', 'A20454', 'A20532', 'A20818', 'A21840', 'A22490', 'A22598', 'A22663', 'A22911', 'A23024', 'A23659', 'A25804', 'A25811', 'A26795', 'A26800', 'A28233', 'A28692', 'A29088', 'A29241', 'A29680', 'A29777', 'A30596', 'A32247', 'B2764', 'B3115', 'B3131', 'B3151', 'B3248', 'B3654', 'B3879', 'B3956', 'B4170', 'B4476', 'B4636', 'B4993', 'B6047', 'B7473', 'B7512', 'B7513', 'B7636', 'B7710', 'B7899', 'B8083']"
"leo street, yerevan","Leo Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Leo Street,,Armenia,40.17988284,44.50271723,Nominatim,,,,"['A35', 'A668', 'A942', 'A1907', 'A3388', 'A4619', 'A4995', 'A5136', 'A5139', 'A5324', 'A5376', 'A5390', 'A5900', 'A5922', 'A6156', 'A6174', 'A6316', 'A6991', 'A7679', 'A7689', 'A7824', 'A7831', 'A7859', 'A7981', 'A8027', 'A8167', 'A8210', 'A8471', 'A8998', 'A9130', 'A9208', 'A9909', 'A10197', 'A10789', 'A11221', 'A12038', 'A12129', 'A12174', 'A12331', 'A12467', 'A12643', 'A13270', 'A13298', 'A13559', 'A13679', 'A13721', 'A13913', 'A14050', 'A14738', 'A14760', 'A14798', 'A15450', 'A15599', 'A15639', 'A16231', 'A16525', 'A16673', 'A17835', 'A17843', 'A18426', 'A18446', 'A18674', 'A19716', 'A19751', 'A20433', 'A20454', 'A20532', 'A20818', 'A21840', 'A22490', 'A22598', 'A22663', 'A22911', 'A23024', 'A23659', 'A25804', 'A25811', 'A26795', 'A26800', 'A28233', 'A28692', 'A29088', 'A29241', 'A29680', 'A29777', 'A30596', 'A32247', 'B2764', 'B3115', 'B3131', 'B3151', 'B3248', 'B3654', 'B3879', 'B3956', 'B4170', 'B4476', 'B4636', 'B4993', 'B6047', 'B7473', 'B7512', 'B7513', 'B7636', 'B7710', 'B7899', 'B8083']"
"leo street 9, yerevan","Leo Street 9, Yerevan",OK,Yerevan,Kentron,9,,Yerevan,Leo Street,,Armenia,40.17967385,44.5026997,Nominatim,,,,"['A14343', 'B2648', 'B3853']"
"leo street 7, yerevan","Leo Street 7, Yerevan",OK,Yerevan,Kentron,7,,Yerevan,Leo Street,,Armenia,40.1799325,44.50313699,Nominatim,,,,['A26573']
"leo street 12, yerevan","Leo Street 12, Yerevan",OK,Yerevan,Kentron,12,,Yerevan,Leo Street,,Armenia,40.1796513,44.50198898,Nominatim,,,,['A11915']
"leo street 1, yerevan","Leo Street 1, Yerevan",OK,Yerevan,Kentron,1,,Yerevan,Leo Street,,Armenia,40.1806163,44.50445353,Nominatim,,,,"['A152', 'A3450', 'A4845', 'A11564', 'A15593', 'A18712', 'A19921', 'A24798', 'A28667', 'A31086', 'B2849', 'B2851', 'B5725', 'B5757', 'B5759']"
"lambron street 39, kilikia","Lambron Street 39, Kilikia",OK,Yerevan,Kentron,39,Kilikia,Yerevan,Lambron Street,,Armenia,40.1739161,44.4885942,Nominatim,,,,['A21702']
"կորյունի փողոց 1-ին նրբանցք, երևան","Koryun Street, 1st Lane, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Koryun Street,,Armenia,40.1868116,44.52526437,Nominatim,,1st Lane,,['A22834']
"koryun street 1st lane 10, yerevan","Koryun Street 1st Lane 10, Yerevan",OK,Yerevan,Kentron,10,,Yerevan,Koryun Street,,Armenia,40.18613815,44.52472475,Nominatim,,1st Lane,,['A2277']
"koryun street, yerevan","Koryun Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Koryun Street,,Armenia,40.18884602,44.52324679,Nominatim,,,,"['A526', 'A3302', 'A6561', 'A6802', 'A7276', 'A9371', 'A11404', 'A11440', 'A11907', 'A15166', 'A15529', 'A15955', 'A16529', 'A17032', 'A18427', 'A19509', 'A21168', 'A22255', 'A27264', 'A27296', 'A27975', 'A29678', 'A30720', 'A31030', 'A31130', 'A31416', 'A31720', 'A32427', 'A32535', 'B2808', 'B2919', 'B2983', 'B7098', 'B7332']"
"կորյունի փողոց, երևան","Koryun Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Koryun Street,,Armenia,40.188811,44.523093,Yandex,,,,"['A23902', 'A24987']"
"koryun street 9, yerevan","Koryun Street 9, Yerevan",OK,Yerevan,Kentron,9,,Yerevan,Koryun Street,,Armenia,40.1883841,44.52330082,Nominatim,,,,['A32504']
"koryun street 7/1, yerevan","Koryun Street 7/1, Yerevan",OK,Yerevan,Kentron,7/1,,Yerevan,Koryun Street,,Armenia,40.18723305,44.5243485,Nominatim,,,,['A28606']
"koryun street 7, yerevan","Koryun Street 7, Yerevan",OK,Yerevan,Kentron,7,,Yerevan,Koryun Street,,Armenia,40.18744295,44.52431718,Nominatim,,,,['B5390']
"koryun street 6, yerevan","Koryun Street 6, Yerevan",OK,Yerevan,Kentron,6,,Yerevan,Koryun Street,,Armenia,40.1886805,44.52383625,Nominatim,,,,['B4174']
"koryun street 5, yerevan","Koryun Street 5, Yerevan",OK,Yerevan,Kentron,5,,Yerevan,Koryun Street,,Armenia,40.1864839,44.52534362,Nominatim,,,,"['A17673', 'B5537']"
"koryun street 25, yerevan","Koryun Street 25, Yerevan",OK,Yerevan,Kentron,25,,Yerevan,Koryun Street,,Armenia,40.19019045,44.51965009,Nominatim,,,,['A24220']
"koryun street 23, yerevan","Koryun Street 23, Yerevan",OK,Yerevan,Kentron,23,,Yerevan,Koryun Street,,Armenia,40.19001265,44.5201155,Nominatim,,,,"['A24143', 'A27959', 'B2420']"
"koryun street 13, yerevan","Koryun Street 13, Yerevan",OK,Yerevan,Kentron,13,,Yerevan,Koryun Street,,Armenia,40.188614,44.5229514,Nominatim,,,,['A29152']
"koryun street 10, yerevan","Koryun Street 10, Yerevan",OK,Yerevan,Kentron,10,,Yerevan,Koryun Street,,Armenia,40.18930245,44.52292223,Nominatim,,,,['A17666']
"koryun street 1, yerevan","Koryun Street 1, Yerevan",OK,Yerevan,Kentron,1,,Yerevan,Koryun Street,,Armenia,40.1858347,44.5257652,Nominatim,,,,"['A1781', 'A15119', 'A24565', 'A25237', 'A25923', 'A29266', 'A30987']"
"կորյունի փողոց 23/44, երևան","23/44 Koryun Street, Yerevan",OK,Yerevan,Kentron,23/44,,Yerevan,Koryun Street,,Armenia,40.189727,44.519194,Yandex,,,,['A28843']
"улица кора, ереван","Kora Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Kor Street,,Armenia,40.171096,44.516481,Yandex,,,,['A32188']
"kond 1st street, yerevan","Kond 1st Street, Yerevan",OK,Yerevan,Kentron,,Kond,Yerevan,Kond Street,,Armenia,40.18334431,44.50331337,Nominatim,,,1st,['A21999']
"khorenatsi street 8/1, yerevan","Khorenatsi Street 8/1, Yerevan",OK,Yerevan,Kentron,8/1,,Yerevan,Khorenatsi Street,,Armenia,40.16459595,44.51489728,Nominatim,,3rd Deadlock,,['A24561']
"khorenatsi street 26, yerevan","Khorenatsi Street 26, Yerevan",OK,Yerevan,Kentron,26,,Yerevan,Khorenatsi Street,,Armenia,40.1617834,44.515691,Nominatim,,3rd Deadlock,,['A27995']
"khorenatsi street 12, yerevan","Khorenatsi Street 12, Yerevan",OK,Yerevan,Kentron,12,,Yerevan,Khorenatsi Street,,Armenia,40.16161275,44.51582922,Nominatim,,3rd Deadlock,,['A22354']
"улица мовсеса хоренаци, ереван","Movses Khorenatsi Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Khorenatsi Street,,Armenia,40.165969,44.515071,Yandex,,,,"['A8054', 'A20590', 'A29317']"
"улица мовсеса хоренаци 29, ереван","Movses Khorenatsi Street 29, Yerevan",OK,Yerevan,Kentron,29,,Yerevan,Khorenatsi Street,,Armenia,40.173287,44.511468,Yandex,,,,['B5092']
"մովսես խորենացու փողոց 72, երևան","72 Movses Khorenatsi Street, Yerevan",OK,Yerevan,Kentron,72,,Yerevan,Khorenatsi Street,,Armenia,40.165707,44.514909,Yandex,,,,"['A3653', 'A25520']"
"մովսես խորենացու փողոց 47/7, երևան","47/7 Movses Khorenatsi Street, Yerevan",OK,Yerevan,Kentron,47/7,,Yerevan,Khorenatsi Street,,Armenia,40.165424,44.516661,Yandex,,,,"['A2317', 'A2782', 'A23299', 'A23657', 'B4379']"
"մովսես խորենացու փողոց 30/3, երևան","30/3 Movses Khorenatsi Street, Yerevan",OK,Yerevan,Kentron,30/3,,Yerevan,Khorenatsi Street,,Armenia,40.170476,44.512798,Yandex,,,,['A23996']
"մովսես խորենացու փողոց 27ա, երևան","27a Movses Khorenatsi Street, Yerevan",OK,Yerevan,Kentron,27A,,Yerevan,Khorenatsi Street,,Armenia,40.173845,44.511513,Yandex,,,,['A8070']
"մովսես խորենացու փողոց 100, երևան","100 Movses Khorenatsi Street, Yerevan",OK,Yerevan,Kentron,100,,Yerevan,Khorenatsi Street,,Armenia,40.164494,44.515412,Yandex,,,,['A16974']
"մովսես խորենացի փողոց 1-րդ նրբանցք 47, երևան","47, Movses Khorenatsi Street, 1st Lane, Yerevan",OK,Yerevan,Kentron,47,,Yerevan,Khorenatsi Street,,Armenia,40.16357,44.516589,Yandex,,,,['A11309']
